paper,referrer
https://arxiv.org/pdf/2306.02179.pdf,https://www.twitter.com/freddmannen
https://arxiv.org/pdf/2307.02074.pdf,https://www.twitter.com/freddmannen
https://arxiv.org/pdf/2308.04159.pdf,https://www.twitter.com/freddmannen
https://arxiv.org/pdf/2003.03810.pdf,https://www.twitter.com/freddmannen
https://arxiv.org/pdf/2009.14021.pdf,https://www.twitter.com/freddmannen
https://arxiv.org/pdf/2103.02228.pdf,https://www.twitter.com/freddmannen
https://arxiv.org/pdf/2106.01870.pdf,https://www.twitter.com/freddmannen
https://arxiv.org/pdf/2106.07371.pdf,https://www.twitter.com/freddmannen
https://arxiv.org/pdf/2203.15930.pdf,https://www.twitter.com/freddmannen
https://arxiv.org/pdf/2205.08529.pdf,https://www.twitter.com/freddmannen
https://arxiv.org/pdf/2208.00940.pdf,https://www.twitter.com/freddmannen
https://arxiv.org/pdf/2208.02858.pdf,https://www.twitter.com/freddmannen
https://arxiv.org/pdf/2208.13464.pdf,https://www.twitter.com/freddmannen
https://arxiv.org/pdf/2210.10601.pdf,https://www.twitter.com/freddmannen
https://arxiv.org/pdf/2301.13599.pdf,https://www.twitter.com/freddmannen
https://arxiv.org/abs/2307.05814,
https://arxiv.org/pdf/2212.03340.pdf,
https://arxiv.org/abs/2302.00196,
https://arxiv.org/pdf/2210.00048.pdf,
https://arxiv.org/abs/2103.16681,
https://arxiv.org/abs/2210.04929,https://www.twitter.com/freddmannen
https://arxiv.org/pdf/2306.17099v1.pdf,https://www.twitter.com/unlock_VALue
https://arxiv.org/pdf/2306.00599.pdf,https://www.twitter.com/unlock_VALue
https://arxiv.org/pdf/2306.11580.pdf,https://www.twitter.com/unlock_VALue
https://arxiv.org/pdf/1407.7315.pdf,https://www.twitter.com/unlock_VALue
https://arxiv.org/pdf/2305.17771.pdf,https://www.twitter.com/unlock_VALue
https://arxiv.org/abs/2306.09421,https://www.twitter.com/unlock_VALue
https://arxiv.org/abs/2302.11652,https://www.twitter.com/unlock_VALue
https://arxiv.org/abs/1812.11896,https://www.twitter.com/unlock_VALue
https://arxiv.org/abs/2309.06847,https://www.twitter.com/unlock_VALue
https://arxiv.org/abs/2208.07919,https://twitter.com/Freddmannen
https://arxiv.org/abs/2308.02880,https://twitter.com/Freddmannen
https://arxiv.org/abs/2101.05511,https://twitter.com/Freddmannen
https://arxiv.org/abs/2009.14021,https://twitter.com/Freddmannen
https://arxiv.org/pdf/1902.05164.pdf,https://twitter.com/Freddmannen
https://arxiv.org/pdf/2006.12031.pdf,https://twitter.com/Freddmannen
https://arxiv.org/pdf/2005.04883.pdf,https://twitter.com/Freddmannen
https://arxiv.org/abs/2309.12735,https://twitter.com/Freddmannen
https://arxiv.org/abs/2302.01177,https://twitter.com/Freddmannen
https://arxiv.org/abs/2310.01155,https://twitter.com/Freddmannen
https://arxiv.org/abs/2205.08529,https://twitter.com/Freddmannen
https://arxiv.org/abs/2310.02390,https://twitter.com/Freddmannen
https://arxiv.org/abs/2310.03616,https://twitter.com/Freddmannen
https://arxiv.org/abs/2310.11771,https://twitter.com/unlock_VALue
https://arxiv.org/abs/2309.00629,https://twitter.com/OsirisDjed
https://arxiv.org/pdf/2111.13110.pdf,https://twitter.com/OsirisDjed
https://arxiv.org/pdf/2106.06935.pdf,https://twitter.com/OsirisDjed
https://arxiv.org/pdf/2203.11352.pdf,https://twitter.com/OsirisDjed
https://arxiv.org/abs/2003.03052,https://twitter.com/0x_emperor
https://arxiv.org/abs/2206.04185,https://twitter.com/0x_emperor
https://arxiv.org/abs/2207.11835,https://twitter.com/0x_emperor
https://arxiv.org/abs/2208.00940,https://twitter.com/0x_emperor
https://arxiv.org/abs/2208.13464,https://twitter.com/0x_emperor
https://arxiv.org/abs/2208.02858,https://twitter.com/0x_emperor
https://arxiv.org/abs/2310.19201,https://twitter.com/unlock_VALue
https://arxiv.org/pdf/2305.09032v1.pdf,https://www.twitter.com/unlock_VALue
https://arxiv.org/abs/2311.10586,https://twitter.com/Freddmannen
https://arxiv.org/abs/2311.03530,https://twitter.com/Freddmannen
https://arxiv.org/abs/2311.08725,https://twitter.com/Freddmannen
https://arxiv.org/abs/2312.14510,https://www.twitter.com/unlock_VALue
https://assets-global.website-files.com/642f3d0236c604d1022330f2/6499f35e0bd0f43471a95adc_MEV_Auctions_ArXiV_6.pdf,https://www.twitter.com/unlock_VALue
https://arxiv.org/abs/2212.05219,https://www.twitter.com/unlock_VALue
https://arxiv.org/abs/2401.01791,https://twitter.com/unlock_VALue
https://arxiv.org/abs/2401.01622,https://www.twitter.com/unlock_VALue
https://arxiv.org/abs/2308.06513,https://www.twitter.com/unlock_VALue
https://arxiv.org/abs/2306.10612,https://www.twitter.com/unlock_VALue
https://arxiv.org/abs/2305.19150,https://www.twitter.com/unlock_VALue
https://arxiv.org/abs/2208.06046,https://www.twitter.com/unlock_VALue
https://arxiv.org/abs/2307.02074,https://www.twitter.com/unlock_VALue
https://arxiv.org/abs/1909.10645,https://www.twitter.com/unlock_VALue
https://arxiv.org/pdf/1803.05069.pdf,https://hackmd.io/@EspressoSystems/EspressoSequencer
https://arxiv.org/abs/2111.12323?context=cs,https://hackmd.io/@EspressoSystems/EspressoSequencer
https://arxiv.org/abs/2212.05111,https://www.twitter.com/unlock_VALue
https://arxiv.org/abs/2201.05574,https://barnabe.substack.com/p/understanding-rollup-economics-from
https://arxiv.org/abs/2112.01472v2,https://barnabe.substack.com/p/understanding-rollup-economics-from
https://arxiv.org/abs/1809.09044,https://www.youtube.com/watch?v=YoWMLoeQGeI
https://arxiv.org/pdf/2212.05111.pdf,https://www.twitter.com/unlock_VALue
https://arxiv.org/pdf/2301.13321v2.pdf,https://www.twitter.com/unlock_VALue
https://arxiv.org/pdf/2304.14701.pdf,https://www.twitter.com/unlock_VALue
https://arxiv.org/abs/2401.10369,https://www.twitter.com/unlock_VALue
https://arxiv.org/abs/2401.12120,https://www.twitter.com/unlock_VALue
https://arxiv.org/abs/2401.13399,https://twitter.com/SteakhouseFi/status/1750825001111216405
https://arxiv.org/abs/2401.08302,https://twitter.com/awmacp/status/1755165431394935087
https://arxiv.org/abs/2402.02675,https://www.twitter.com/unlock_VALue
https://arxiv.org/abs/2306.06299,https://www.twitter.com/unlock_VALue
https://arxiv.org/abs/2208.10469,
https://arxiv.org/pdf/2306.08419.pdf,
https://arxiv.org/abs/2311.07815,
https://arxiv.org/abs/2305.02178,
https://arxiv.org/pdf/2106.12033.pdf,https://risencrypto.github.io/
https://arxiv.org/pdf/2108.05800.pdf,https://risencrypto.github.io/
https://arxiv.org/pdf/2201.07220.pdf,https://risencrypto.github.io/
https://arxiv.org/pdf/2109.00229.pdf,https://risencrypto.github.io/
https://arxiv.org/ftp/arxiv/papers/2106/2106.14404.pdf,https://risencrypto.github.io/
https://arxiv.org/ftp/arxiv/papers/2111/2111.09192.pdf,https://risencrypto.github.io/
https://arxiv.org/abs/2403.00405,
https://arxiv.org/pdf/2402.15849.pdf,https://twitter.com/chionas_/status/1764619565013581830
https://arxiv.org/abs/2403.03367,
https://arxiv.org/abs/2403.02525,
https://arxiv.org/abs/2305.17655,
https://arxiv.org/abs/2403.09494,https://twitter.com/Uniswap/status/1768650065373982779
https://arxiv.org/pdf/2403.09267.pdf,
https://arxiv.org/abs/2404.00765,
https://arxiv.org/abs/2206.10708,https://twitter.com/0xflashmine/status/1782133949608702022
https://arxiv.org/abs/2307.08768,https://twitter.com/0xflashmine/status/1778945432091037810
https://arxiv.org/abs/1902.10743,https://twitter.com/0xflashmine/status/1783354129345020038
https://arxiv.org/abs/2405.00138v1,https://twitter.com/0xflashmine/status/1786200763116490796
https://arxiv.org/pdf/2405.01329,https://x.com/data_always/status/1787181210885615977?s=46&t=LTSoDWXLa08Oi2VCOCK2Yg
